word,rank,cefr,pos,ipa,meaning_vi,example_en,is_concrete_noun,orig_rank,sfi,freq_per_million
guess,770,A2,v,/ɡˈɛs/,đoán,Can you guess my age?,FALSE,901,60.2,105
fun,771,A2,n,/fˈʌn/,niềm vui,We had a lot of fun.,FALSE,902,60.2,105
protect,772,A2,v,/pɹətˈɛkt/,bảo vệ,Protect your skin from the sun.,FALSE,903,60.2,105
resource,773,A2,n,/ɹˈisɔɹs/,tài nguyên; nguồn lực,Water is a valuable resource.,FALSE,904,60.19,105
science,774,A2,n,/sˈaɪəns/,khoa học,I enjoy studying science.,FALSE,905,60.19,104
disease,775,A2,n,/dɪzˈiz/,"bệnh, bệnh tật",This disease is very rare.,FALSE,906,60.19,104
balance,776,A2,n,/bˈæləns/,sự cân bằng; số dư,Try to keep a good balance.,FALSE,907,60.18,104
damage,777,A2,n,/dˈæmədʒ/,"sự hư hại, thiệt hại",The storm caused great damage.,FALSE,908,60.18,104
basis,778,A2,n,/bˈeɪsəs/,"cơ sở, nền tảng",We meet on a weekly basis.,FALSE,909,60.18,104
author,779,A2,n,/ˈɔθɚ/,tác giả,She is a famous author.,FALSE,910,60.17,104
basic,780,A2,adj,/bˈeɪsɪk/,cơ bản,These are basic rules.,FALSE,911,60.17,104
encourage,781,A2,v,/ɛnkˈɝɪdʒ/,"khuyến khích, động viên",My teacher encourages me.,FALSE,912,60.16,104
hair,782,A2,n,/hˈɛɹ/,tóc; lông,She has long black hair.,TRUE,913,60.15,104
male,783,A2,adj,/mˈeɪl/,giống đực; nam,A male lion has a mane.,FALSE,914,60.15,103
operate,784,A2,v,/ˈɑpɚˌeɪt/,vận hành; phẫu thuật,Do you know how to operate this?,FALSE,915,60.14,103
reflect,785,A2,v,/ɹɪflˈɛkt/,phản chiếu; phản ánh,The lake reflects the sky.,FALSE,916,60.14,103
exercise,786,A2,n,/ˈɛksɚsˌaɪz/,bài tập; sự tập luyện,Do this exercise at home.,FALSE,917,60.13,103
useful,787,A2,adj,/jˈusfəl/,"hữu ích, có ích",This tool is very useful.,FALSE,918,60.12,103
restaurant,788,A2,n,/ɹˈɛstɚˌɑnt/,nhà hàng,We ate at a nice restaurant.,TRUE,919,60.12,103
income,789,A2,n,/ˈɪnkˌʌm/,thu nhập,Her income is quite high.,FALSE,920,60.12,103
property,790,A2,n,/pɹˈɑpɚti/,tài sản; bất động sản,He owns a lot of property.,FALSE,921,60.12,103
previous,791,A2,adj,/pɹˈiviəs/,"trước đó, trước đây",See my previous message.,FALSE,922,60.12,103
dark,792,A2,adj,/dˈɑɹk/,tối; sẫm màu,The room is too dark.,FALSE,923,60.11,103
imagine,793,A2,v,/ˌɪmˈædʒən/,tưởng tượng,Imagine you are on a beach.,FALSE,924,60.11,102
okay,794,A2,adj,/ˌoʊkˈeɪ/,"ổn, được",Are you okay?,FALSE,925,60.1,102
earn,795,A2,v,/ˈɝn/,kiếm (tiền); giành được,She earns a good salary.,FALSE,926,60.09,102
daughter,796,A2,n,/dˈɔtɚ/,con gái,Their daughter is very smart.,FALSE,927,60.09,102
post,797,A2,n,/pˈoʊst/,bài đăng; bưu điện; cột,I read your post online.,FALSE,928,60.08,102
newspaper,798,A2,n,/nˈuzpˌeɪpɚ/,tờ báo,He reads the newspaper daily.,TRUE,929,60.07,102
define,799,A2,v,/dɪfˈaɪn/,định nghĩa; xác định,Can you define this word?,FALSE,930,60.06,101
conclusion,800,A2,n,/kənklˈuʒən/,kết luận,What is your conclusion?,FALSE,931,60.05,101
clock,801,A2,n,/klˈɑk/,đồng hồ (treo/để bàn),The clock on the wall is slow.,TRUE,932,60.05,101
weekend,802,A2,n,/wˈikˌɛnd/,cuối tuần,I relax on the weekend.,FALSE,934,60.04,101
perform,803,A2,v,/pɚfˈɔɹm/,biểu diễn; thực hiện,The band performed on stage.,FALSE,935,60.04,101
professional,804,A2,adj,/pɹəfˈɛʃənəl/,chuyên nghiệp,She is a professional dancer.,FALSE,936,60.04,101
debate,805,A2,n,/dəbˈeɪt/,cuộc tranh luận,They had a lively debate.,FALSE,938,60.03,101
memory,806,A2,n,/mˈɛmɚi/,trí nhớ; kỷ niệm,She has a very good memory.,FALSE,939,60.03,101
green,807,A2,adj,/ɡɹˈin/,màu xanh lá,The grass is green.,FALSE,940,60.03,101
song,808,A2,n,/sˈɔŋ/,bài hát,This is my favorite song.,FALSE,941,60.02,101
object,809,A2,n,/ˈɑbdʒɛkt/,"vật, đồ vật",What is this small object?,TRUE,942,60,100
maintain,810,A2,v,/meɪntˈeɪn/,duy trì; bảo trì,It is hard to maintain good habits.,FALSE,943,60,100
credit,811,A2,n,/kɹˈɛdət/,tín dụng; sự ghi công,I paid by credit card.,FALSE,944,59.99,100
ring,812,A2,n,/ɹˈɪŋ/,chiếc nhẫn; tiếng chuông,She wears a gold ring.,TRUE,945,59.99,100
discover,813,A2,v,/dɪskˈʌvɚ/,"khám phá, phát hiện",Scientists discovered a new planet.,FALSE,946,59.97,99
dead,814,A2,adj,/dˈɛd/,đã chết,The plant is dead.,FALSE,947,59.96,99
afternoon,815,A2,n,/ˌæftɚnˈun/,buổi chiều,I have a meeting this afternoon.,FALSE,948,59.96,99
prefer,816,A2,v,/pɹəfˈɝ/,thích hơn,I prefer tea to coffee.,FALSE,949,59.96,99
extend,817,A2,v,/ɪkstˈɛnd/,kéo dài; mở rộng,They extended the deadline.,FALSE,950,59.95,99
possibility,818,A2,n,/pˌɑsəbˈɪlətˌi/,khả năng,There is a possibility of rain.,FALSE,951,59.95,99
direction,819,A2,n,/dɚˈɛkʃən/,phương hướng; chỉ dẫn,Which direction is the station?,FALSE,952,59.94,99
facility,820,A2,n,/fəsˈɪlɪti/,"cơ sở, tiện nghi",The gym has modern facilities.,FALSE,953,59.94,99
variety,821,A2,n,/vɚˈaɪəti/,sự đa dạng; loại,The shop offers a variety of goods.,FALSE,954,59.92,98
daily,822,A2,adj,/dˈeɪli/,hằng ngày,This is my daily routine.,FALSE,955,59.91,98
clothes,823,A2,n,/klˈoʊðz/,quần áo,Put on warm clothes.,TRUE,956,59.91,98
screen,824,A2,n,/skɹˈin/,màn hình,The screen is too bright.,TRUE,957,59.9,98
track,825,A2,n,/tɹˈæk/,đường ray; đường chạy,The train left the track.,TRUE,958,59.89,98
dance,826,A2,v,/dˈæns/,"nhảy, khiêu vũ",They danced all night.,FALSE,959,59.89,97
completely,827,A2,adv,/kəmplˈitli/,hoàn toàn,I completely agree with you.,FALSE,960,59.89,97
female,828,A2,adj,/fˈimˌeɪl/,giống cái; nữ,A female bird built the nest.,FALSE,961,59.88,97
responsibility,829,A2,n,/ɹispˌɑnsəbˈɪləti/,trách nhiệm,It is your responsibility.,FALSE,962,59.88,97
original,830,A2,adj,/ɚˈɪdʒənəl/,nguyên bản; độc đáo,This is the original painting.,FALSE,963,59.84,96
sister,831,A2,n,/sˈɪstɚ/,"chị, em gái",My sister is a nurse.,FALSE,964,59.84,96
rock,832,A2,n,/ɹˈɑk/,"đá, tảng đá",The children climbed the rock.,TRUE,965,59.84,96
dream,833,A2,n,/dɹˈim/,giấc mơ; ước mơ,I had a strange dream.,FALSE,966,59.84,96
university,834,A2,n,/jˌunəvˈɝsəti/,trường đại học,She studies at a good university.,TRUE,968,59.82,96
easily,835,A2,adv,/ˈizəli/,dễ dàng,He passed the test easily.,FALSE,969,59.81,96
agency,836,A2,n,/ˈeɪdʒənsi/,cơ quan; đại lý,She works for a travel agency.,FALSE,970,59.81,96
dollar,837,A2,n,/dˈɑlɚ/,đô la,It costs ten dollars.,FALSE,971,59.8,96
garden,838,A2,n,/ɡˈɑɹdən/,khu vườn,We grow flowers in the garden.,TRUE,972,59.79,95
fix,839,A2,v,/fˈɪks/,sửa chữa; cố định,Can you fix my bike?,FALSE,973,59.79,95
ahead,840,A2,adv,/əhˈɛd/,phía trước; trước,Go straight ahead.,FALSE,974,59.78,95
cross,841,A2,v,/kɹˈɔs/,băng qua; đi ngang,Look both ways before you cross.,FALSE,975,59.78,95
yeah,842,A2,adv,/jˈæ/,"ừ, vâng (thân mật)","Yeah, that sounds good.",FALSE,976,59.77,95
candidate,843,A2,n,/kˈændədeɪt/,ứng cử viên,She is a strong candidate.,FALSE,977,59.74,94
weight,844,A2,n,/wˈeɪt/,"trọng lượng, cân nặng",What is your weight?,FALSE,978,59.74,94
legal,845,A2,adj,/lˈiɡəl/,hợp pháp; thuộc pháp lý,Is this legal here?,FALSE,979,59.72,94
proposal,846,A2,n,/pɹəpˈoʊzəl/,đề xuất; lời cầu hôn,They accepted our proposal.,FALSE,980,59.71,94
version,847,A2,n,/vˈɝʒən/,phiên bản,This is the new version.,FALSE,981,59.71,94
conversation,848,A2,n,/kˌɑnvɚsˈeɪʃən/,cuộc trò chuyện,We had a long conversation.,FALSE,982,59.71,93
pound,849,A2,n,/pˈaʊnd/,pao (tiền/cân),It costs five pounds.,FALSE,984,59.69,93
magazine,850,A2,n,/mˈæɡəzˌin/,tạp chí,She reads a fashion magazine.,TRUE,985,59.69,93
shape,851,A2,n,/ʃˈeɪp/,hình dạng,The box has a square shape.,FALSE,986,59.69,93
sea,852,A2,n,/sˈi/,biển,We swam in the sea.,TRUE,987,59.68,93
immediately,853,A2,adv,/ˌɪmˈidˌiətli/,ngay lập tức,Call me immediately.,FALSE,988,59.67,93
welcome,854,A2,v,/wˈɛlkəm/,chào đón,They welcomed us warmly.,FALSE,989,59.67,93
smile,855,A2,v,/smˈaɪl/,mỉm cười,She smiled at the baby.,FALSE,990,59.67,93
communication,856,A2,n,/kəmjˌunəkˈeɪʃən/,sự giao tiếp,Good communication is important.,FALSE,991,59.67,93
agent,857,A2,n,/ˈeɪdʒənt/,đại lý; nhân viên,He is a travel agent.,FALSE,992,59.65,92
traditional,858,A2,adj,/tɹədˈɪʃənəl/,truyền thống,They wore traditional clothes.,FALSE,993,59.65,92
replace,859,A2,v,/ɹˌiplˈeɪs/,thay thế,Replace the old batteries.,FALSE,994,59.64,92
judge,860,A2,n,/dʒˈʌdʒ/,quan tòa; giám khảo,The judge made a decision.,FALSE,995,59.64,92
suddenly,861,A2,adv,/sˈʌdənli/,"đột nhiên, bất ngờ","Suddenly, the lights went out.",FALSE,997,59.63,92
generation,862,A2,n,/dʒˌɛnɚˈeɪʃən/,thế hệ,This is the younger generation.,FALSE,998,59.63,92
estimate,863,A2,v,/ˈɛstəmət/,ước tính,They estimated the cost.,FALSE,999,59.63,92
favorite,864,A2,adj,/fˈeɪvɚɪt/,ưa thích nhất,Blue is my favorite color.,FALSE,1000,59.62,92
difficulty,865,A2,n,/dˈɪfəkəlti/,khó khăn,She had difficulty breathing.,FALSE,1001,59.62,92
purchase,866,A2,v,/pˈɝtʃəs/,mua,He purchased a new car.,FALSE,1002,59.61,91
shoot,867,A2,v,/ʃˈut/,bắn; quay phim,Don't shoot the bird.,FALSE,1003,59.6,91
announce,868,A2,v,/ənˈaʊns/,"thông báo, công bố",They announced the results.,FALSE,1004,59.6,91
independent,869,A2,adj,/ˌɪndɪpˈɛndənt/,độc lập,She is very independent.,FALSE,1006,59.59,91
recommend,870,A2,v,/ɹˌɛkəmˈɛnd/,"giới thiệu, khuyên dùng",I recommend this restaurant.,FALSE,1007,59.58,91
survey,871,A2,n,/sɚvˈeɪ/,cuộc khảo sát,We did a customer survey.,FALSE,1008,59.58,91
majority,872,A2,n,/mədʒˈɔɹəti/,đa số,The majority voted yes.,FALSE,1009,59.58,91
stick,873,A2,n,/stˈɪk/,"que, gậy",The dog fetched the stick.,TRUE,1010,59.57,91
request,874,A2,n,/ɹɪkwˈɛst/,lời yêu cầu,I have a small request.,FALSE,1011,59.56,90
rich,875,A2,adj,/ɹˈɪtʃ/,giàu có; phong phú,He is a very rich man.,FALSE,1012,59.54,90
wind,876,A2,n,/wˈaɪnd/,gió,A cold wind is blowing.,FALSE,1013,59.54,90
exchange,877,A2,n,/ɪkstʃˈeɪndʒ/,sự trao đổi,We had a quick exchange of ideas.,FALSE,1015,59.52,90
budget,878,A2,n,/bˈʌdʒɪt/,ngân sách,We have a small budget.,FALSE,1016,59.51,89
famous,879,A2,adj,/fˈeɪməs/,nổi tiếng,This is a famous painting.,FALSE,1017,59.51,89
blood,880,A2,n,/blˈʌd/,máu,He lost a lot of blood.,FALSE,1018,59.51,89
appropriate,881,A2,adj,/əpɹˈoʊpɹiət/,"thích hợp, phù hợp",Wear appropriate clothes.,FALSE,1019,59.51,89
block,882,A2,n,/blˈɑk/,khối; dãy nhà,The office is one block away.,TRUE,1020,59.51,89
warm,883,A2,adj,/wˈɔɹm/,ấm áp,It is a warm sunny day.,FALSE,1021,59.5,89
count,884,A2,v,/kˈaʊnt/,đếm,Count from one to ten.,FALSE,1022,59.5,89
scene,885,A2,n,/sˈin/,cảnh; hiện trường,The final scene was sad.,FALSE,1023,59.5,89
writer,886,A2,n,/ɹˈaɪtɚ/,nhà văn,She is a famous writer.,FALSE,1024,59.49,89
content,887,A2,n,/kˈɑntɛnt/,nội dung,The content of the book is useful.,FALSE,1025,59.49,89
prevent,888,A2,v,/pɹɪvˈɛnt/,"ngăn chặn, phòng ngừa",Wash hands to prevent illness.,FALSE,1026,59.48,89
safe,889,A2,adj,/sˈeɪf/,an toàn,Is it safe to swim here?,FALSE,1027,59.47,89
invite,890,A2,v,/ˌɪnvˈaɪt/,mời,They invited us to dinner.,FALSE,1028,59.47,88
mix,891,A2,v,/mˈɪks/,"trộn, pha",Mix the flour and sugar.,FALSE,1029,59.46,88
element,892,A2,n,/ˈɛləmənt/,yếu tố; nguyên tố,Water is a key element of life.,FALSE,1030,59.45,88
effective,893,A2,adj,/ɪfˈɛktɪv/,hiệu quả,This medicine is very effective.,FALSE,1031,59.45,88
correct,894,A2,adj,/kɚˈɛkt/,"đúng, chính xác",Your answer is correct.,FALSE,1032,59.45,88
medical,895,A2,adj,/mˈɛdəkəl/,thuộc y tế,She needs medical help.,FALSE,1033,59.43,88
admit,896,A2,v,/ədmˈɪt/,thừa nhận; cho vào,He admitted his mistake.,FALSE,1034,59.42,88
beat,897,A2,v,/bˈit/,đánh; đánh bại,Our team beat theirs.,FALSE,1035,59.42,87
telephone,898,A2,n,/tˈɛləfˌoʊn/,điện thoại,The telephone is ringing.,TRUE,1036,59.42,87
copy,899,A2,n,/kˈɑpi/,bản sao; bản in,Please make a copy of this.,FALSE,1037,59.41,87
committee,900,A2,n,/kəmˈɪti/,ủy ban,The committee will decide soon.,FALSE,1038,59.4,87
aware,901,A2,adj,/əwˈɛɹ/,"nhận thức, biết",I am aware of the risks.,FALSE,1039,59.4,87
advice,902,A2,n,/ædvˈaɪs/,lời khuyên,Let me give you some advice.,FALSE,1040,59.4,87
handle,903,A2,v,/hˈændəl/,xử lý; cầm nắm,She handles problems calmly.,FALSE,1041,59.39,87
glass,904,A2,n,/ɡlˈæs/,thủy tinh; cốc,Be careful with the glass.,TRUE,1042,59.39,87
trial,905,A2,n,/tɹˈaɪəl/,phiên tòa; sự thử nghiệm,The trial lasted two weeks.,FALSE,1043,59.38,87
stress,906,A2,n,/stɹˈɛs/,sự căng thẳng; sự nhấn mạnh,Too much stress is harmful.,FALSE,1044,59.38,87
radio,907,A2,n,/ɹˈeɪdiˌoʊ/,"đài, radio",I listen to the radio in the car.,TRUE,1045,59.37,86
administration,908,A2,n,/ædmˌɪnɪstɹˈeɪʃən/,sự quản lý; ban quản trị,She works in administration.,FALSE,1046,59.36,86
complex,909,A2,adj,/kˈɑmplɛks/,phức tạp,This is a complex problem.,FALSE,1047,59.36,86
text,910,A2,n,/tˈɛkst/,văn bản; tin nhắn,Read the text carefully.,FALSE,1048,59.35,86
context,911,A2,n,/kˈɑntɛkst/,"ngữ cảnh, bối cảnh",Learn words in context.,FALSE,1049,59.35,86
ride,912,A2,v,/ɹˈaɪd/,cưỡi; đi (xe),I ride my bike to school.,FALSE,1050,59.34,86
directly,913,A2,adv,/dɚˈɛktli/,trực tiếp,Speak to me directly.,FALSE,1051,59.34,86
heavy,914,A2,adj,/hˈɛvi/,nặng,This bag is very heavy.,FALSE,1052,59.34,86
remove,915,A2,v,/ɹimˈuv/,loại bỏ; dời đi,Please remove your shoes.,FALSE,1053,59.33,86
conduct,916,A2,v,/kˈɑndəkt/,tiến hành; chỉ huy,They conducted an experiment.,FALSE,1054,59.33,86
equipment,917,A2,n,/ɪkwˈɪpmənt/,"thiết bị, dụng cụ",The gym has new equipment.,TRUE,1055,59.33,86
title,918,A2,n,/tˈaɪtəl/,tiêu đề; chức danh,What is the title of the book?,FALSE,1057,59.32,86
extra,919,A2,adj,/ˈɛkstɹə/,"thêm, phụ",I need extra time.,FALSE,1058,59.31,85
executive,920,A2,n,/ɪɡzˈɛkjətɪv/,giám đốc điều hành,She is a company executive.,FALSE,1059,59.31,85
chair,921,A2,n,/tʃˈɛɹ/,cái ghế,Please pull up a chair.,TRUE,1060,59.31,85
expensive,922,A2,adj,/ɪkspˈɛnsɪv/,"đắt, đắt tiền",This watch is very expensive.,FALSE,1061,59.31,85
sample,923,A2,n,/sˈæmpəl/,"mẫu, hàng mẫu",They gave me a free sample.,TRUE,1062,59.3,85
sex,924,A2,n,/sˈɛks/,giới tính,Please state your sex on the form.,FALSE,1063,59.3,85
deliver,925,A2,v,/dɪlˈɪvɚ/,giao (hàng); phát biểu,They deliver food to your home.,FALSE,1064,59.29,85
video,926,A2,n,/vˈɪdioʊ/,"video, đoạn phim",I watched a funny video.,FALSE,1065,59.29,85
connection,927,A2,n,/kənˈɛkʃən/,sự kết nối; mối liên hệ,The internet connection is slow.,FALSE,1066,59.29,85
primary,928,A2,adj,/pɹˈaɪmˌɛɹi/,chính; sơ cấp,This is our primary goal.,FALSE,1067,59.28,85
weather,929,A2,n,/wˈɛðɚ/,thời tiết,The weather is nice today.,FALSE,1068,59.27,85
collect,930,A2,v,/kəlˈɛkt/,thu thập; sưu tầm,He collects old coins.,FALSE,1069,59.27,84
inform,931,A2,v,/ˌɪnfˈɔɹm/,"thông báo, báo cho",Please inform me of any changes.,FALSE,1070,59.25,84
principle,932,A2,n,/pɹˈɪnsəpəl/,nguyên tắc,She has strong principles.,FALSE,1071,59.25,84
straight,933,A2,adj,/stɹˈeɪt/,thẳng,Draw a straight line.,FALSE,1072,59.24,84
appeal,934,A2,n,/əpˈil/,sự hấp dẫn; lời kêu gọi,The plan has wide appeal.,FALSE,1073,59.24,84
highly,935,A2,adv,/hˈaɪli/,"rất, cao độ",She is highly skilled.,FALSE,1074,59.24,84
trust,936,A2,v,/tɹˈʌst/,tin tưởng,I trust my best friend.,FALSE,1075,59.24,84
wonderful,937,A2,adj,/wˈʌndɚfəl/,tuyệt vời,We had a wonderful time.,FALSE,1076,59.23,84
flat,938,A2,adj,/flˈæt/,"phẳng, bằng",The land here is flat.,FALSE,1077,59.23,84
absolutely,939,A2,adv,/ˌæbsəlˈutli/,"hoàn toàn, tuyệt đối",You are absolutely right.,FALSE,1078,59.22,84
flow,940,A2,v,/flˈoʊ/,chảy,The river flows to the sea.,FALSE,1079,59.22,84
fair,941,A2,adj,/fˈɛɹ/,công bằng; khá,That is not fair.,FALSE,1080,59.22,84
additional,942,A2,adj,/ədˈɪʃənəl/,"thêm, bổ sung",We need additional information.,FALSE,1081,59.21,83
responsible,943,A2,adj,/ɹispˈɑnsəbəl/,có trách nhiệm,He is responsible for the team.,FALSE,1082,59.21,83
farm,944,A2,n,/fˈɑɹm/,"nông trại, trang trại",They live on a farm.,TRUE,1083,59.2,83
collection,945,A2,n,/kəlˈɛkʃən/,bộ sưu tập,She has a stamp collection.,FALSE,1084,59.2,83
hang,946,A2,v,/hˈæŋ/,"treo, móc",Hang your coat on the hook.,FALSE,1085,59.19,83
negative,947,A2,adj,/nˈɛɡətɪv/,tiêu cực; âm,He has a negative attitude.,FALSE,1086,59.18,83
band,948,A2,n,/bˈænd/,"ban nhạc; dải, băng",The band played all night.,FALSE,1087,59.18,83
relative,949,A2,n,/ɹˈɛlətɪv/,"người thân, họ hàng",My relatives live nearby.,FALSE,1088,59.17,83
tour,950,A2,n,/tˈʊɹ/,chuyến tham quan,We took a city tour.,FALSE,1089,59.17,83
alternative,951,A2,n,/ɔltˈɝnətɪv/,sự lựa chọn khác,Is there an alternative?,FALSE,1090,59.17,83
software,952,A2,n,/sˈɔftwˌɛɹ/,phần mềm,This software is easy to use.,FALSE,1091,59.17,83
pair,953,A2,n,/pˈɛɹ/,"cặp, đôi",I bought a pair of shoes.,FALSE,1092,59.16,82
ship,954,A2,n,/ʃˈɪp/,con tàu (biển),The ship sailed at dawn.,TRUE,1093,59.16,82
attitude,955,A2,n,/ˈætətˌud/,thái độ,Keep a positive attitude.,FALSE,1094,59.14,82
cheap,956,A2,adj,/tʃˈip/,rẻ,This shirt was very cheap.,FALSE,1095,59.14,82
double,957,A2,adj,/dˈʌbəl/,gấp đôi; đôi,I would like a double room.,FALSE,1096,59.14,82
leg,958,A2,n,/lˈɛɡ/,"chân, cẳng chân",The table has four legs.,TRUE,1097,59.13,82
observe,959,A2,v,/əbzˈɝv/,quan sát; tuân theo,We observed the birds quietly.,FALSE,1098,59.13,82
sentence,960,A2,n,/sˈɛntəns/,câu (văn); bản án,Write a full sentence.,FALSE,1099,59.13,82
print,961,A2,v,/pɹˈɪnt/,in,Please print this document.,FALSE,1100,59.12,82
progress,962,A2,n,/pɹˈɑɡɹˌɛs/,sự tiến bộ,She is making good progress.,FALSE,1101,59.12,82
truth,963,A2,n,/tɹˈuθ/,sự thật,Tell me the truth.,FALSE,1102,59.11,82
examine,964,A2,v,/ɪɡzˈæmɪn/,kiểm tra; khám,The doctor examined me.,FALSE,1104,59.1,81
lay,965,A2,v,/lˈeɪ/,"đặt, để; đẻ (trứng)",Lay the book on the desk.,FALSE,1105,59.1,81
speed,966,A2,n,/spˈid/,tốc độ,The car moved at high speed.,FALSE,1106,59.09,81
politics,967,A2,n,/pˈɑlətˌɪks/,chính trị,He is interested in politics.,FALSE,1107,59.09,81
reply,968,A2,v,/ɹɪplˈaɪ/,"trả lời, đáp lại",Please reply to my email.,FALSE,1108,59.08,81
display,969,A2,v,/dɪsplˈeɪ/,trưng bày; hiển thị,They display art in the hall.,FALSE,1109,59.08,81
transfer,970,A2,v,/tɹænsfˈɝ/,chuyển; điều chuyển,I transferred money to her.,FALSE,1110,59.08,81
perfect,971,A2,adj,/pɚfˈɛkt/,hoàn hảo,The weather is perfect today.,FALSE,1111,59.07,81
slightly,972,A2,adv,/slˈaɪtli/,"hơi, một chút",The room is slightly cold.,FALSE,1112,59.07,81
overall,973,A2,adj,/ˈoʊvɚˌɔl/,"tổng thể, toàn bộ",The overall result is good.,FALSE,1113,59.07,81
intend,974,A2,v,/ˌɪntˈɛnd/,"dự định, có ý định",I intend to study abroad.,FALSE,1114,59.06,80
user,975,A2,n,/jˈuzɚ/,người dùng,The app has many users.,FALSE,1115,59.05,80
respond,976,A2,v,/ɹɪspˈɑnd/,"phản hồi, đáp lại",She responded quickly.,FALSE,1116,59.05,80
dinner,977,A2,n,/dˈɪnɚ/,bữa tối,We had dinner at home.,FALSE,1117,59.04,80
slow,978,A2,adj,/slˈoʊ/,chậm,The internet is very slow.,FALSE,1118,59.04,80
regular,979,A2,adj,/ɹˈɛɡjəlɚ/,đều đặn; thông thường,He is a regular customer.,FALSE,1119,59.04,80
physical,980,A2,adj,/fˈɪzɪkəl/,thuộc thể chất; vật lý,Physical exercise is healthy.,FALSE,1120,59.04,80
apart,981,A2,adv,/əpˈɑɹt/,"tách rời, riêng ra",They live far apart.,FALSE,1121,59.02,80
